Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 16plex_N	Razor + unique peptides 16plex_N	Unique peptides 16plex_N	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Q-value	Score	Identification type 16plex_N	Reporter intensity corrected 1 16plex_N	Reporter intensity corrected 2 16plex_N	Reporter intensity corrected 3 16plex_N	Reporter intensity corrected 4 16plex_N	Reporter intensity corrected 5 16plex_N	Reporter intensity corrected 6 16plex_N	Reporter intensity corrected 7 16plex_N	Reporter intensity corrected 8 16plex_N	Reporter intensity corrected 9 16plex_N	Reporter intensity corrected 10 16plex_N	Reporter intensity corrected 11 16plex_N	Reporter intensity corrected 12 16plex_N	Reporter intensity corrected 13 16plex_N	Reporter intensity corrected 14 16plex_N	Reporter intensity corrected 15 16plex_N	Reporter intensity corrected 16 16plex_N	Reporter intensity 1 16plex_N	Reporter intensity 2 16plex_N	Reporter intensity 3 16plex_N	Reporter intensity 4 16plex_N	Reporter intensity 5 16plex_N	Reporter intensity 6 16plex_N	Reporter intensity 7 16plex_N	Reporter intensity 8 16plex_N	Reporter intensity 9 16plex_N	Reporter intensity 10 16plex_N	Reporter intensity 11 16plex_N	Reporter intensity 12 16plex_N	Reporter intensity 13 16plex_N	Reporter intensity 14 16plex_N	Reporter intensity 15 16plex_N	Reporter intensity 16 16plex_N	Reporter intensity count 1 16plex_N	Reporter intensity count 2 16plex_N	Reporter intensity count 3 16plex_N	Reporter intensity count 4 16plex_N	Reporter intensity count 5 16plex_N	Reporter intensity count 6 16plex_N	Reporter intensity count 7 16plex_N	Reporter intensity count 8 16plex_N	Reporter intensity count 9 16plex_N	Reporter intensity count 10 16plex_N	Reporter intensity count 11 16plex_N	Reporter intensity count 12 16plex_N	Reporter intensity count 13 16plex_N	Reporter intensity count 14 16plex_N	Reporter intensity count 15 16plex_N	Reporter intensity count 16 16plex_N	Sequence coverage 16plex_N [%]	Intensity	Intensity 16plex_N	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Phospho (STY) site IDs	Oxidation (M) site positions	Phospho (STY) site positions	Taxonomy IDs
YJL020C	YJL020C	28	28	28	sp|YJL020C|BBC1_YEAST NCSL01000002.1 194567-198136 ORF Verified Protein possibly involved in assembly of actin patches; interacts with an actin assembly factor Las17p and with the SH3 domains of Type I myosins Myo3p and Myo5p; localized predominantly to co	1	28	28	28	28	28	28	26.5	26.5	26.5	131.13	1189	1189	5.85	4	8	4	4	4	2	2	5	3	4	4	2	0	188.91	By MS/MS	5472900	5206200	3762200	3542500	3901600	4750500	5098700	3895400	4270000	4685800	5617800	4906300	5016900	5192500	4043900	7063600	5472900	5206200	3762200	3542500	3901600	4750500	5098700	3895400	4270000	4685800	5617800	4906300	5016900	5192500	4043900	7063600	26	25	24	22	26	30	28	23	27	26	28	27	28	29	26	27	26.5	9720100000	9720100000	36				1853	897;898;1899;3502;6884;7085;10027;10231;10536;10998;11124;11218;16604;17059;19155;19992;22848;23369;23715;25227;25350;26120;26513;27790;27791;28534;29347;31545	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	941;942;943;1993;3631;7112;7318;10391;10604;10917;11386;11512;11608;17151;17617;17618;19869;20733;23653;24185;24537;26106;26230;27019;27425;28751;28752;29517;30368;32638	1793;1794;1795;3656;3657;6500;6501;11994;12324;17814;18188;18189;18683;18684;19447;19649;19804;19805;28845;28846;29600;29601;29602;29603;29604;29605;29606;33477;34802;34803;39528;40458;40459;41087;43734;43926;45313;46027;46028;48328;48329;48330;48331;49701;51237;55328	1496;1497;1498;3097;5572;5573;10492;10773;15533;15534;15868;15869;16300;16946;17121;17261;17262;25185;25834;25835;25836;25837;29198;30381;34499;35294;35858;38163;38339;39557;40191;42170;42171;43367;44675;48194	1496;1498;3097;5572;10492;10773;15533;15869;16300;16946;17121;17262;25185;25837;29198;30381;34499;35294;35858;38163;38339;39557;40191;42170;42171;43367;44675;48194	626;627		160;473		-1
YJL024C	YJL024C	5	5	5	sp|YJL024C|APS3_YEAST NCSL01000002.1 191566-192222 ORF Verified Small subunit of the clathrin-associated adaptor complex AP-3; involved in vacuolar protein sorting; related to the sigma subunit of the mammalian clathrin AP-3 complex; suppressor of loss of 	1	5	5	5	5	5	5	30.4	30.4	30.4	21.938	194	194	6.8					1	3					1		0	21.685	By MS/MS	119470	216280	149660	173610	152750	182860	194800	199280	168080	172220	193200	176970	211850	194900	130060	192920	119470	216280	149660	173610	152750	182860	194800	199280	168080	172220	193200	176970	211850	194900	130060	192920	2	4	3	3	3	4	5	3	3	3	3	3	3	3	3	3	30.4	480760000	480760000	5				1854	7473;12436;15938;17384;21105	True;True;True;True;True	7719;12859;16461;17948;21876	13000;21810;27684;30174;36640	11362;19013;24218;26306;31984	11362;19013;24218;26306;31984					-1
YJL026W	YJL026W	12	12	12	sp|YJL026W|RNR2_YEAST NCSL01000002.1 188038-189237 ORF Verified Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint path	1	12	12	12	12	12	12	25.6	25.6	25.6	46.133	399	399	6.35	1	2		3	2	2	2			2	1	2	0	48.23	By MS/MS	6565800	6161200	2386500	2303400	3085300	3610700	4462700	3625600	4066200	4577200	5697300	5502500	4906000	5494200	3198500	8131500	6565800	6161200	2386500	2303400	3085300	3610700	4462700	3625600	4066200	4577200	5697300	5502500	4906000	5494200	3198500	8131500	14	14	14	13	15	15	15	14	16	16	16	17	17	15	14	16	25.6	5497100000	5497100000	17				1855	4;5;3054;16133;16134;19479;22678;26995;27695;28242;30284;31528	True;True;True;True;True;True;True;True;True;True;True;True	4;5;3174;16659;16660;20198;23481;27928;28651;29217;31338;32620	10;11;12;5774;28000;28001;34001;39247;39248;46831;48116;49153;49154;53000;55303;55304;55305	7;8;9;10;4938;24477;24478;29661;34251;34252;40886;41981;42885;46164;48170;48171;48172	7;9;4938;24477;24478;29661;34251;40886;41981;42885;46164;48172					-1
YJL029C	YJL029C	8	8	8	sp|YJL029C|VPS53_YEAST NCSL01000002.1 184045-186513 ORF Verified Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi, and for mitosis after DNA damage induced 	1	8	8	8	8	8	8	12.2	12.2	12.2	95.458	822	822	7.75	1			1	1	1					2	2	0	27.526	By MS/MS	287090	441370	347480	321560	311280	329300	427460	280250	282550	269600	423960	332860	392340	345140	237480	427840	287090	441370	347480	321560	311280	329300	427460	280250	282550	269600	423960	332860	392340	345140	237480	427840	7	7	7	7	7	7	8	8	6	6	8	7	7	6	7	8	12.2	272310000	272310000	8				1856	5463;8177;11543;12158;16135;23938;26581;28940	True;True;True;True;True;True;True;True	5661;8451;11948;12580;16661;24766;27494;29941	9603;14313;20377;21376;28002;41492;46146;50500	8391;12469;17755;18630;24479;36209;40288;44035	8391;12469;17755;18630;24479;36209;40288;44035					-1
YJL030W	YJL030W	7	7	7	sp|YJL030W|MAD2_YEAST NCSL01000002.1 183317-183907 ORF Verified Component of the spindle-assembly checkpoint complex; delays onset of anaphase in cells with defects in mitotic spindle assembly; forms a complex with Mad1p; regulates APC/C activity during pr	1	7	7	7	7	7	7	34.2	34.2	34.2	22.284	196	196	5.44		2	2	1		2					1	1	0	20.884	By MS/MS	1982700	2113200	927470	910430	1401700	1767300	1666200	943400	1701200	1570800	1878700	1573500	1522100	1872300	1030300	2367700	1982700	2113200	927470	910430	1401700	1767300	1666200	943400	1701200	1570800	1878700	1573500	1522100	1872300	1030300	2367700	9	9	7	6	8	8	8	7	9	8	9	8	8	8	8	9	34.2	574970000	574970000	9				1857	4600;9502;11369;14323;21054;24764;26184	True;True;True;True;True;True;True	4766;9842;11765;14796;21824;25628;27085	8206;16858;20065;24867;36564;36565;42934;42935;45417	7137;14678;17495;21773;31908;31909;31910;37462;39655	7137;14678;17495;21773;31908;37462;39655					-1
YJL031C	YJL031C	5	5	4	sp|YJL031C|BET4_YEAST NCSL01000002.1 182028-183098 ORF Verified Alpha subunit of Type II geranylgeranyltransferase; required for vesicular transport between the endoplasmic reticulum and the Golgi; provides a membrane attachment moiety to Rab-like proteins	1	5	5	4	4	4	4	18.3	18.3	16.2	39.683	327	327	9.25						1			1		2		0	22.655	By MS/MS	534630	380560	275920	218690	278080	491870	403770	197000	370930	297120	412920	445070	355150	451550	241700	570910	534630	380560	275920	218690	278080	491870	403770	197000	370930	297120	412920	445070	355150	451550	241700	570910	3	4	4	4	4	5	4	3	4	4	4	5	4	3	4	4	16.2	694140000	694140000	5				1858	12612;18110;24232;24894;30075	True;True;True;True;True	13040;25074;25763;31122	22130;41998;43217;52620	19289;36640;37701;45843;45844	19289;36640;37701;45843					-1
YJL033W	YJL033W	4	4	4	sp|YJL033W|HCA4_YEAST NCSL01000002.1 179495-181807 ORF Verified DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis GN=HCA	1	4	4	4	4	4	4	7.9	7.9	7.9	87.164	770	770	5.75	1				1		1			1			0	13.927	By MS/MS	88009	104560	62448	44010	76855	54445	59309	44974	60797	62979	69871	53813	71720	51796	69488	87377	88009	104560	62448	44010	76855	54445	59309	44974	60797	62979	69871	53813	71720	51796	69488	87377	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	7.9	50796000	50796000	3				1859	1886;12922;24061;26649	True;True;True;True	1980;13356;24895;27566	3630;22639;41710;46262	3076;19758;36390;40392	3076;19758;36390;40392		225		589	-1
YJL034W	YJL034W	54	54	50	sp|YJL034W|KAR2_YEAST NCSL01000002.1 176990-179038 ORF Verified ATPase involved in protein import into the ER; also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protei	1	54	54	50	54	54	50	55.4	55.4	53.1	74.451	682	682	6.25	14	7	14	16	12	4	8	11	11	8	11	11	0	323.31	By MS/MS	46320000	47684000	29227000	26130000	37453000	35714000	35024000	35582000	34626000	36255000	50799000	47086000	40462000	46590000	30387000	75470000	46320000	47684000	29227000	26130000	37453000	35714000	35024000	35582000	34626000	36255000	50799000	47086000	40462000	46590000	30387000	75470000	74	85	81	82	88	87	85	86	81	87	94	94	88	88	88	91	55.4	149560000000	149560000000	104				1860	1017;1404;1532;2953;3116;3117;3210;3630;3632;3903;5991;6122;6123;6140;9447;9900;9901;10548;12349;12350;12543;12967;13186;14014;14206;15356;17356;17357;18239;18703;19176;19466;20007;20008;20152;20153;20667;20924;22066;22442;23191;23192;24684;26031;26749;28054;28383;29013;29014;29015;29429;29430;29493;29723	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1063;1465;1466;1608;3072;3236;3237;3333;3767;3769;4051;6197;6331;6332;6349;9786;10258;10259;10929;12772;12773;12970;13401;13624;14477;14478;14673;14674;15862;17920;17921;18869;19393;19891;20185;20748;20749;20896;20897;21432;21693;22861;23242;24002;24003;25544;25545;26928;27667;29024;29364;29365;30016;30017;30018;30455;30456;30519;30752	2010;2011;2693;2694;2695;2696;2697;2698;2699;2942;5614;5615;5616;5884;5885;6028;6708;6712;6713;6714;7149;10523;10753;10754;10755;10779;10780;16755;16756;17584;17585;18704;18705;18706;18707;21667;21668;21669;22016;22698;23050;23051;23052;24347;24348;24349;24665;24666;24667;24668;24669;24670;24671;24672;24673;24674;24675;26695;26696;26697;26698;30118;30119;31799;32732;32733;33508;33987;34825;34826;34827;34828;34829;35051;35052;35053;35054;35055;35943;35944;36347;36348;36349;36350;38260;38261;38262;38852;38853;40134;40135;40136;40137;40138;42808;42809;42810;42811;45168;46418;48823;48824;48825;48826;48827;49438;49439;49440;49441;49442;49443;50638;50639;50640;50641;51408;51409;51410;51411;51412;51413;51414;51415;51520;51521;51902;51903	1688;2271;2272;2481;4798;5029;5030;5031;5163;5760;5765;5766;5767;6167;9228;9423;9424;9425;9448;14597;15311;15312;16318;16319;16320;18887;18888;18889;19187;19813;20128;20129;21307;21308;21309;21310;21311;21585;21586;21587;21588;21589;21590;21591;21592;21593;23369;23370;23371;23372;26260;26261;26262;27697;28538;29225;29646;29647;30402;30403;30404;30405;30406;30613;30614;30615;30616;31373;31729;31730;33430;33431;33922;35012;35013;35014;35015;37353;37354;37355;37356;39429;40536;42606;42607;42608;42609;43138;43139;43140;43141;44145;44146;44147;44148;44833;44834;44835;44836;44837;44838;44925;45234;45235	1688;2271;2481;4798;5029;5031;5163;5760;5767;6167;9228;9423;9424;9448;14597;15311;15312;16319;18887;18889;19187;19813;20129;21310;21591;23370;26261;26262;27697;28538;29225;29646;30403;30405;30613;30615;31373;31730;33430;33922;35012;35013;37355;39429;40536;42609;43138;44145;44146;44147;44835;44837;44925;45235	628;629;630		168;323;482		-1
YJL036W	YJL036W	15	15	14	sp|YJL036W|SNX4_YEAST NCSL01000002.1 174488-175759 ORF Verified Sorting nexin; involved in retrieval of late-Golgi SNAREs from post-Golgi endosomes to the trans-Golgi network and in cytoplasm to vacuole transport; contains a PX phosphoinositide-binding dom	1	15	15	14	14	14	14	52.5	52.5	49.9	49.032	423	423	6.74		2	4	3	2	1	1			6	4		0	241.25	By MS/MS	1310200	1480100	1565900	1471800	1638600	1439800	1255700	1140800	1076300	1208400	1590700	1305800	1428400	1498200	1117300	1998300	1310200	1480100	1565900	1471800	1638600	1439800	1255700	1140800	1076300	1208400	1590700	1305800	1428400	1498200	1117300	1998300	12	14	14	14	14	14	12	14	12	11	13	13	13	13	13	13	49.9	2489600000	2489600000	17				1861	2700;8762;10683;11248;12374;12375;13673;15165;19860;20943;25961;27668;27893;28365;29016	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2813;9065;11065;11638;11639;12797;12798;14130;15665;20597;21712;28621;28856;29345;30019	5223;15434;18933;18934;19854;19855;19856;21700;21701;21702;21703;21704;23824;26370;34596;36379;36380;36381;48035;48036;48510;49406;50642	4440;13430;16505;17309;17310;17311;18922;18923;18924;18925;20833;23076;30196;31754;31755;31756;41915;42337;43109;44149	4440;13430;16505;17311;18922;18923;20833;23076;30196;31756;41915;42337;43109;44149		226		422	-1
YJL037W	YJL037W	3	3	3	sp|YJL037W|IRC18_YEAST NCSL01000002.1 171431-172105 ORF Verified Protein involved in outer spore wall assembly; possible role in assembly of the dityrosine layer; similar to adjacent ORF, LOH1; irc18 loh1 double mutant exhibits reduced dityrosine fluoresce	1	3	3	3	3	3	3	15.2	15.2	15.2	24.746	224	224	7				1	1							1	0	6.1893	By MS/MS	282240	374630	172640	159720	293040	408590	183040	65817	576390	1132900	1221800	891490	620480	1016800	571410	1124000	282240	374630	172640	159720	293040	408590	183040	65817	576390	1132900	1221800	891490	620480	1016800	571410	1124000	2	2	2	2	3	3	2	1	3	3	3	3	3	3	3	3	15.2	368430000	368430000	3				1862	2493;8523;13093	True;True;True	2603;8808;13530	4857;14939;22907	4124;12999;20003	4124;12999;20003					-1
YJL038C	YJL038C	3	3	3	sp|YJL038C|LOH1_YEAST NCSL01000002.1 169886-170545 ORF Verified Protein involved in outer spore wall assembly; likely involved directly in dityrosine layer assembly; induced during sporulation; repressed during vegetative growth by Sum1p and Hst1p; sequenc	1	3	3	3	3	3	3	11.4	11.4	11.4	24.9	219	219	8		1									2		0	19.118	By MS/MS	112200	161250	34648	47515	159200	98661	42254	31133	234140	600570	437600	536260	363550	364530	242020	657920	112200	161250	34648	47515	159200	98661	42254	31133	234140	600570	437600	536260	363550	364530	242020	657920	1	1	1	1	2	1	1	1	2	3	3	3	3	3	3	3	11.4	342880000	342880000	3				1863	1122;1123;8391	True;True;True	1171;1172;8666	2201;2202;14688	1849;1850;12785	1849;1850;12785					-1
YJL039C	YJL039C	7	7	7	sp|YJL039C|NUP192_YEAST NCSL01000002.1 163520-168571 ORF Verified Essential subunit of inner ring of nuclear pore complex (NPC); plays a role in modulating transport through the NPC; homologous to human NUP205 GN=NUP192 PE=1 SV=1	1	7	7	7	7	7	7	5.9	5.9	5.9	191.53	1683	1683	8.5			1	1				1	2		1	2	0	37.537	By MS/MS	144830	147280	147160	119560	122560	119860	139460	89917	117430	195500	175090	154780	100230	178140	105750	396740	144830	147280	147160	119560	122560	119860	139460	89917	117430	195500	175090	154780	100230	178140	105750	396740	6	5	4	4	3	4	4	3	5	5	4	5	4	5	3	6	5.9	807660000	807660000	7				1864	8653;11060;16113;26000;28368;28832;29031	True;True;True;True;True;True;True	8941;11448;16639;26895;29348;29830;30034	15171;19548;27965;45116;45117;49409;50288;50659	13195;17039;24450;39385;43112;43859;44166	13195;17039;24450;39385;43112;43859;44166					-1
YJL042W	YJL042W	6	6	6	sp|YJL042W|MHP1_YEAST NCSL01000002.1 155797-159990 ORF Verified Microtubule-associated protein involved in microtubule organization; involved in assembly and stabilization of microtubules; overproduction results in cell cycle arrest at G2 phase; similar to	1	6	6	6	6	6	6	5.7	5.7	5.7	155.06	1397	1397	4.83	2		1		1		1					1	0	17.111	By MS/MS	185840	227750	190450	152400	259020	302790	293920	214140	197790	226490	192300	162070	207110	220720	166690	252890	185840	227750	190450	152400	259020	302790	293920	214140	197790	226490	192300	162070	207110	220720	166690	252890	3	5	5	4	5	6	5	6	5	6	6	6	6	6	6	6	5.7	141690000	141690000	6				1865	8971;11559;12399;16452;17147;24847	True;True;True;True;True;True	9283;11968;12822;16992;17708;25715	15820;20409;21748;28579;29756;43131	13766;17783;18960;24951;25956;37631	13766;17783;18960;24951;25956;37631					-1
YJL043W	YJL043W	6	6	6	sp|YJL043W|dubious555_YEAST NCSL01000002.1 154677-155450 ORF Uncharacterized Putative protein of unknown function; YJL043W is a non-essential gene GN=dubious555 PE=1 SV=1	1	6	6	6	6	6	6	32.3	32.3	32.3	29.256	257	257	7.12				1		1	3	2		1			0	27.874	By MS/MS	394710	344380	30855	106710	350290	273430	50561	18231	414310	436970	505310	480260	498560	470310	385320	711230	394710	344380	30855	106710	350290	273430	50561	18231	414310	436970	505310	480260	498560	470310	385320	711230	4	4	2	3	5	5	3	2	5	5	5	5	5	5	5	5	32.3	247930000	247930000	7				1866	2663;2813;10046;17619;18089;26386	True;True;True;True;True;True	2775;2927;10411;18188;18698;27292;27293	5172;5392;17845;17846;30600;31498;45811;45812	4392;4598;15559;26665;27431;39995;39996	4392;4598;15559;26665;27431;39995	631		167		-1
YJL044C	YJL044C	3	3	3	sp|YJL044C|GYP6_YEAST NCSL01000002.1 152847-154223 ORF Verified GTPase-activating protein (GAP) for yeast Rab family member Ypt6p; involved in vesicle mediated protein transport GN=GYP6 PE=1 SV=1	1	3	3	3	3	3	3	7.2	7.2	7.2	53.857	458	458	7		1						1			1		0	8.1675	By MS/MS	173900	178830	101500	99746	116680	125250	156510	115320	120380	127210	165020	165060	118180	156160	86337	245990	173900	178830	101500	99746	116680	125250	156510	115320	120380	127210	165020	165060	118180	156160	86337	245990	2	3	2	2	2	3	3	3	3	2	2	2	2	2	2	2	7.2	47885000	47885000	3				1867	5593;11575;15274	True;True;True	5794;11984;15777	9809;20432;26543	8580;17803;23239	8580;17803;23239					-1
YJL045W	YJL045W	9	5	4	sp|YJL045W|dubious554_YEAST NCSL01000002.1 150576-152480 ORF Verified Minor succinate dehydrogenase isozyme; participates in oxidation of succinate and transfer of electrons to ubiquinone; induced during the diauxic shift in a Cat8p-dependent manner; YJL04	1	9	5	4	8	4	4	15.3	10.9	9.5	69.345	634	634	3.25		2	1			1							0	7.0886	By MS/MS	0	17739	92488	154870	58606	122510	116420	47401	78462	4633	166390	36725	133850	0	0	25202	0	17739	92488	154870	58606	122510	116420	47401	78462	4633	166390	36725	133850	0	0	25202	0	1	1	1	1	2	2	1	1	1	1	1	1	0	0	1	13.9	775200000	775200000	4				1868	70;71;947;9004;9280;10055;15110;17041;20317	False;True;False;True;True;False;False;True;True	73;74;992;9316;9604;10420;15609;21071	118;119;120;121;1884;1885;1886;15868;16395;17859;17860;17861;26284;26285;35319	107;108;109;110;1572;1573;1574;13809;14276;15570;15571;15572;15573;22997;22998;30852	107;110;1572;13809;14276;15571;22998;30852					-1
YJL046W	YJL046W	1	1	1	sp|YJL046W|AIM22_YEAST NCSL01000002.1 147646-148875 ORF Verified Putative lipoate-protein ligase; required along with Lip2 and Lip5 for lipoylation of Lat1p and Kgd2p; similar to E. coli LplA; null mutant displays reduced frequency of mitochondrial genome 	1	1	1	1	1	1	1	4.2	4.2	4.2	47.032	409	409	12												1	0	9.2968	By MS/MS	22754	17331	12171	15130	9172.4	15181	20455	12952	7230.9	14488	15545	12939	6830.4	15260	11201	26834	22754	17331	12171	15130	9172.4	15181	20455	12952	7230.9	14488	15545	12939	6830.4	15260	11201	26834	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.2	15283000	15283000	1				1869	20311	True	21065	35309	30842	30842					-1
YJL050W	YJL050W	14	14	14	sp|YJL050W|MTR4_YEAST NCSL01000002.1 137781-141002 ORF Verified ATP-dependent 3-5 RNA helicase of the DExD/H family; involved in nuclear RNA processing and degradation both as a component of TRAMP complex and in TRAMP-independent processes; TRAMP unwinds	1	14	14	14	14	14	14	14.9	14.9	14.9	122	1073	1073	4.87	4	1	2		2	2	1			1	2		0	180.18	By MS/MS	1058300	1471300	770270	741030	1123400	1607300	1569600	1341800	1165300	1263100	1428200	1583200	1536700	1394100	1085900	2098400	1058300	1471300	770270	741030	1123400	1607300	1569600	1341800	1165300	1263100	1428200	1583200	1536700	1394100	1085900	2098400	8	7	7	6	8	10	9	9	9	8	8	11	10	8	8	10	14.9	960340000	960340000	14				1870	1479;8241;8611;8612;9499;9801;13224;13323;19798;23532;27794;28705;30050;30051	True;True;True;True;True;True;True;True;True;True;True;True;True;True	1543;8516;8898;8899;9839;10156;13663;13768;20529;24347;28755;29698;31097;31098	2835;14436;15095;15096;16855;17420;23114;23260;23261;34511;40740;48335;50052;52578;52579	2387;12572;13132;13133;14675;15160;20184;20321;30117;35558;42175;43650;45808;45809	2387;12572;13132;13133;14675;15160;20184;20321;30117;35558;42175;43650;45808;45809					-1
YJL052W	YJL052W	31	31	31	sp|YJL052W|TDH1_YEAST NCSL01000002.1 133536-134534 ORF Verified Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 1; involved in glycolysis and gluconeogenesis; tetramer that catalyzes the reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphogl	1	31	31	31	31	31	31	72.9	72.9	72.9	35.705	332	332	6.95	12	14	16	19	16	11	10	15	24	18	20	20	0	323.31	By MS/MS	44029000	53799000	29252000	35390000	48520000	71021000	62005000	79660000	44624000	61454000	39955000	46274000	53474000	55851000	49958000	81407000	44029000	53799000	29252000	35390000	48520000	71021000	62005000	79660000	44624000	61454000	39955000	46274000	53474000	55851000	49958000	81407000	114	118	114	118	119	122	126	128	120	126	116	120	126	119	127	123	72.9	596910000000	596910000000	143				1871	9;3172;3658;4198;4199;4850;4851;9768;9769;10220;10302;10303;10494;10495;12589;12926;14295;15500;17284;17285;25871;27623;27624;28610;28986;28987;29348;29850;29851;29937;30616	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	9;10;3293;3294;3796;4355;4356;5023;5024;10121;10122;10593;10677;10678;10873;10874;13017;13360;14767;14768;16011;17847;17848;17849;26766;28576;28577;29597;29598;29599;29989;29990;30369;30886;30887;30981;31680	18;19;20;21;22;5970;5971;5972;6759;6760;7603;7604;7605;7606;7607;8580;8581;8582;8583;8584;8585;17349;17350;17351;17352;17353;17354;17355;17356;17357;17358;17359;17360;17361;17362;17363;17364;17365;17366;17367;18167;18313;18314;18315;18316;18317;18318;18618;18619;18620;22094;22095;22096;22097;22644;24809;24810;24811;24812;24813;24814;26961;26962;29981;29982;29983;29984;29985;29986;29987;29988;29989;29990;29991;29992;29993;29994;29995;29996;29997;29998;29999;30000;30001;30002;44875;44876;44877;44878;44879;44880;44881;44882;44883;44884;44885;44886;44887;44888;47947;47948;47949;47950;47951;47952;47953;47954;47955;47956;47957;47958;47959;47960;47961;47962;47963;47964;47965;47966;49862;49863;49864;49865;49866;49867;49868;49869;49870;49871;49872;49873;49874;49875;49876;49877;49878;49879;49880;49881;49882;49883;50583;50584;50585;50586;50587;50588;50589;50590;50591;50592;51238;51239;51240;51241;51242;51243;51244;51245;51246;51247;51248;51249;51250;51251;51252;51253;51254;51255;51256;51257;51258;51259;51260;51261;51262;51263;52145;52146;52147;52148;52149;52150;52151;52352;52353;52354;52355;53600;53601;53602;53603;53604;53605;53606	15;16;17;5106;5107;5810;5811;6581;6582;6583;6584;7482;7483;7484;7485;7486;15103;15104;15105;15106;15107;15108;15109;15110;15111;15112;15850;15967;15968;15969;15970;15971;16235;16236;16237;16238;19254;19255;19256;19257;19763;21723;21724;21725;21726;21727;21728;23598;23599;26152;26153;26154;26155;26156;26157;26158;26159;26160;26161;26162;39187;39188;39189;39190;39191;39192;39193;39194;39195;39196;41843;41844;41845;41846;41847;41848;41849;41850;41851;41852;43487;43488;43489;43490;43491;43492;43493;43494;43495;43496;43497;43498;43499;43500;43501;43502;43503;43504;43505;43506;43507;44106;44107;44108;44109;44110;44676;44677;44678;44679;44680;44681;44682;44683;44684;44685;44686;44687;44688;44689;44690;44691;44692;44693;44694;44695;44696;44697;45439;45440;45441;45442;45443;45444;45445;45607;45608;45609;46688;46689;46690;46691;46692	17;5107;5810;6581;6584;7483;7485;15109;15112;15850;15967;15970;16236;16238;19257;19763;21724;23599;26152;26160;39196;41844;41849;43504;44109;44110;44696;45440;45445;45607;46691	632;633;634;635;636		44;128;173;179;229		-1
